Gene	Splicing.ID	CHR	P0
ATP5A1P8	ATP5A1P8	9	41799259
RP11-104G3.5	RP11-104G3.5	9	41879688
RBPJP5	RBPJP5	9	41884765
RP11-104G3.2	RP11-104G3.2	9	41954580
RP11-204M4.2	RP11-204M4.2	9	41961615
RN7SL763P	RN7SL763P	9	42031881
SNORA70	SNORA70	9	42037464
RP11-204M4.1	RP11-204M4.1	9	42037568
AL772307.1	AL772307.1	9	42128839
RP11-216M21.1	RP11-216M21.1	9	42250840
RP11-216M21.2	RP11-216M21.2	9	42266980
RP11-216M21.5	RP11-216M21.5	9	42275939
RP11-216M21.4	RP11-216M21.4	9	42276765
RP11-216M21.6	RP11-216M21.6	9	42312410
MEP1AP1	MEP1AP1	9	42332815
RP11-216M21.7	RP11-216M21.7	9	42363048
ANKRD20A2	ANKRD20A2	9	42368303
RNU6-1269P	RNU6-1269P	9	42378941
RP11-146D12.2	RP11-146D12.2	9	42411969
RP11-146D12.6	RP11-146D12.6	9	42436293
SNX18P8	SNX18P8	9	42438100
FAM95B1	FAM95B1	9	42466317
RP11-146D12.5	RP11-146D12.5	9	42478013
CNN2P2	CNN2P2	9	42491162
RP11-341A11.2	RP11-341A11.2	9	42493617
AL591471.1	AL591471.1	9	42579907
CBWD7	CBWD7	9	42668608
FOXD4L2	FOXD4L2	9	42717234
AC129778.7	AC129778.7	9	42751727
AC129778.5	AC129778.5	9	42779314
MTND1P12	MTND1P12	9	42779843
BMS1P14	BMS1P14	9	42808660
AC129778.2	AC129778.2	9	42845768
AQP7P3	AQP7P3	9	42858072
RP11-15E1.3	RP11-15E1.3	9	43007105
RP11-399F4.2	RP11-399F4.2	9	43009842
CYP4F59P	CYP4F59P	9	43027748
SNX18P4	SNX18P4	9	43062929
ANKRD20A3	ANKRD20A3	9	43064966
RP11-327I22.1	RP11-327I22.1	9	43065382
RP11-327I22.4	RP11-327I22.4	9	43102670
RNU6-538P	RNU6-538P	9	43122799
AL513478.1	AL513478.1	9	43135095
RP11-327I22.6	RP11-327I22.6	9	43140537
RP11-327I22.5	RP11-327I22.5	9	43144980
MEP1AP3	MEP1AP3	9	43162901
RP11-327I22.8	RP11-327I22.8	9	43184068
BX649597.1	BX649597.1	9	43313699
RP11-186G6.5	RP11-186G6.5	9	43318619
ATP5A1P5	ATP5A1P5	9	43399987
BX649597.3	BX649597.3	9	43403148
BX649597.4	BX649597.4	9	43425713
RP11-366N18.2	RP11-366N18.2	9	43617727
SPATA31A6	SPATA31A6	9	43624507
CNTNAP3B	CNTNAP3B	9	43684902
RN7SL343P	RN7SL343P	9	43802781
RP11-24B13.2	RP11-24B13.2	9	43830636
RP11-24B13.1	RP11-24B13.1	9	43838621
CNN2P4	CNN2P4	9	43997830
CR848007.5	CR848007.5	9	44011053
CYP4F60P	CYP4F60P	9	44019596
SNX18P5	SNX18P5	9	44046989
CR848007.2	CR848007.2	9	44051024
ANKRD20A7P	ANKRD20A7P	9	44076368
RNU6-599P	RNU6-599P	9	44107813
MEP1AP4	MEP1AP4	9	44147906
BX649563.4	BX649563.4	9	44170447
RP11-175I6.5	RP11-175I6.5	9	44256580
BX005214.1	BX005214.1	9	44302232
BX088651.2	BX088651.2	9	44325916
RP11-475I24.7	RP11-475I24.7	9	44333923
RP11-475I24.1	RP11-475I24.1	9	44343366
RP11-475I24.8	RP11-475I24.8	9	44384585
BX088651.1	BX088651.1	9	44400717
RP11-475I24.3	RP11-475I24.3	9	44402428
RBPJP6	RBPJP6	9	44471985
RP11-475I24.6	RP11-475I24.6	9	44477549
ATP5A1P6	ATP5A1P6	9	44558938
AL162415.4	AL162415.4	9	44562093
AL162415.2	AL162415.2	9	44584983
AL162415.1	AL162415.1	9	44672800
RP11-160N1.9	RP11-160N1.9	9	44823714
RP11-160N1.10	RP11-160N1.10	9	44867571
RP11-160N1.8	RP11-160N1.8	9	44873417
FAM27C	FAM27C	9	44990314
FAM27E4	FAM27E4	9	44997777
RP11-374M1.5	RP11-374M1.5	9	45001907
RP11-374M1.4	RP11-374M1.4	9	45004879
RP11-374M1.3	RP11-374M1.3	9	45034957
RP11-374M1.2	RP11-374M1.2	9	45108392
RP11-449H15.2	RP11-449H15.2	9	45164578
CDK2AP2P1	CDK2AP2P1	9	45363481
MYO5BP1	MYO5BP1	9	45375910
RP11-187C18.5	RP11-187C18.5	9	45393845
RP11-187C18.4	RP11-187C18.4	9	45424050
AL354718.1	AL354718.1	9	45441273
RP11-187C18.2	RP11-187C18.2	9	45484572
RP11-187C18.3	RP11-187C18.3	9	45562979
RP11-266E16.1	RP11-266E16.1	9	45656241
RN7SL565P	RN7SL565P	9	45661987
FAM27A	FAM27A	9	45727107
RP11-7G23.4	RP11-7G23.4	9	45729709
RP11-7G23.8	RP11-7G23.8	9	45733441
FAM27E2	FAM27E2	9	45733570
RP11-7G23.5	RP11-7G23.5	9	45737473
RP11-436G20.1	RP11-436G20.1	9	45949232
RP11-157L3.3	RP11-157L3.3	9	46042425
RN7SL722P	RN7SL722P	9	46048172
RP11-157L3.4	RP11-157L3.4	9	46113699
RP11-157L3.2	RP11-157L3.2	9	46117172
RP11-157L3.5	RP11-157L3.5	9	46117312
RP11-157L3.1	RP11-157L3.1	9	46121006
RP11-157L3.6	RP11-157L3.6	9	46169973
RP11-292F9.1	RP11-292F9.1	9	46270841
RP11-34H11.6	RP11-34H11.6	9	46334292
RP11-292F9.2	RP11-292F9.2	9	46359242
RP11-34H11.5	RP11-34H11.5	9	46382965
FAM27E1	FAM27E1	9	46385691
RP11-34H11.3	RP11-34H11.3	9	46387032
FAM27D1	FAM27D1	9	46389110
RP11-111F5.2	RP11-111F5.2	9	46577620
RP11-111F5.3	RP11-111F5.3	9	46661242
RP11-111F5.1	RP11-111F5.1	9	46669135
RN7SL544P	RN7SL544P	9	46674882
RP11-111F5.4	RP11-111F5.4	9	46685763
RP11-111F5.5	RP11-111F5.5	9	46687462
RP11-111F5.8	RP11-111F5.8	9	46698472
RP11-111F5.6	RP11-111F5.6	9	46706671
RP11-96J15.1	RP11-96J15.1	9	46755557
RP11-96J15.2	RP11-96J15.2	9	46786249
RP11-211N8.7	RP11-211N8.7	9	46826492
RP11-211N8.3	RP11-211N8.3	9	46842616
RP11-211N8.2	RP11-211N8.2	9	46844327
RBPJP7	RBPJP7	9	46912527
RP11-211N8.5	RP11-211N8.5	9	46918098
RP11-211N8.6	RP11-211N8.6	9	46921026
ATP5A1P7	ATP5A1P7	9	46998213
BX664724.4	BX664724.4	9	47001334
BX664724.1	BX664724.1	9	47021337
VN2R6P	VN2R6P	9	47249606
AL953854.2	AL953854.2	9	47295855
RP11-101E5.1	RP11-101E5.1	9	65467783
FAM74A4	FAM74A4	9	65487273
RP11-101E5.2	RP11-101E5.2	9	65496525
SPATA31A7	SPATA31A7	9	65503363
RP11-203I2.1	RP11-203I2.1	9	65585692
RP11-237M21.1	RP11-237M21.1	9	65696702
RP11-118H15.1	RP11-118H15.1	9	65880533
RBPJP2	RBPJP2	9	65973177
RP11-120E5.2	RP11-120E5.2	9	65978720
ATP5A1P10	ATP5A1P10	9	66058843
RP11-93P10.2	RP11-93P10.2	9	66061968
RP11-93P10.3	RP11-93P10.3	9	66081972
RP11-459O16.1	RP11-459O16.1	9	66342521
CNN2P5	CNN2P5	9	66345261
RP11-459O16.3	RP11-459O16.3	9	66358548
CYP4F61P	CYP4F61P	9	66366966
SNX18P6	SNX18P6	9	66394412
RP11-459O16.7	RP11-459O16.7	9	66396886
RP11-262H14.1	RP11-262H14.1	9	66457285
RNA5SP283	RNA5SP283	9	66458144
AL512625.1	AL512625.1	9	66473375
RP11-262H14.5	RP11-262H14.5	9	66493572
PTGER4P2	PTGER4P2	9	66499743
CDK2AP2P2	CDK2AP2P2	9	66500642
MYO5BP2	MYO5BP2	9	66513032
RP11-262H14.3	RP11-262H14.3	9	66514896
RP11-262H14.7	RP11-262H14.7	9	66516697
RP11-262H14.11	RP11-262H14.11	9	66544359
RP11-262H14.4	RP11-262H14.4	9	66553912
RP11-282E4.1	RP11-282E4.1	9	66664325
RP11-318K12.1	RP11-318K12.1	9	66693277
RNU6-156P	RNU6-156P	9	66712628
RP11-318K12.2	RP11-318K12.2	9	66729354
RP11-318K12.3	RP11-318K12.3	9	66836662
AL353626.1	AL353626.1	9	66858537
AL353626.2	AL353626.2	9	66861461
RP11-350D23.4	RP11-350D23.4	9	66930569
RP11-381O7.4	RP11-381O7.4	9	66951142
RP11-381O7.6	RP11-381O7.6	9	66954107
BMS1P9	BMS1P9	9	66960613
RP11-381O7.3	RP11-381O7.3	9	67017400
AQP7P4	AQP7P4	9	67032331
AL591379.1	AL591379.1	9	67094933
AL845321.1	AL845321.1	9	67225386
AQP7P1	AQP7P1	9	67272038
RP11-236F9.2	RP11-236F9.2	9	67285298
BMS1P10	BMS1P10	9	67327775
RP11-38P6.1	RP11-38P6.1	9	67579807
FAM27E3	FAM27E3	9	67784944
RP11-12A20.2	RP11-12A20.2	9	67786421
RP11-12A20.4	RP11-12A20.4	9	67789326
RP11-12A20.6	RP11-12A20.6	9	67789674
RP11-12A20.7	RP11-12A20.7	9	67792167
RN7SL787P	RN7SL787P	9	67858947
RP11-12A20.8	RP11-12A20.8	9	67864636
BX649567.1	BX649567.1	9	67924791
ANKRD20A1	ANKRD20A1	9	67926761
RNU6-368P	RNU6-368P	9	67937393
RP11-195B21.3	RP11-195B21.3	9	67970399
RP11-452D2.1	RP11-452D2.1	9	68176988
RP11-452D2.2	RP11-452D2.2	9	68298799
RP11-149F8.3	RP11-149F8.3	9	68315598
RP11-149F8.5	RP11-149F8.5	9	68324611
RP11-149F8.4	RP11-149F8.4	9	68325436
MYO5BP3	MYO5BP3	9	68357280
CDK2AP2P3	CDK2AP2P3	9	68370604
PTGER4P3	PTGER4P3	9	68371626
RP11-764K9.1	RP11-764K9.1	9	68397878
RNA5SP284	RNA5SP284	9	68408924
LINC00537	LINC00537	9	68413482
MIR4477B	MIR4477B	9	68415308
RP11-764K9.4	RP11-764K9.4	9	68427861
CR786580.2	CR786580.2	9	68512346
CR786580.1	CR786580.1	9	68513105
RP11-391M20.1	RP11-391M20.1	9	68726629
PGM5P1	PGM5P1	9	68741234
AL353763.2	AL353763.2	9	68997409
AL353763.1	AL353763.1	9	69001999
MIR1299	MIR1299	9	69002239
RP11-87H9.2	RP11-87H9.2	9	69065655
PGM5P2	PGM5P2	9	69080240
RP11-87H9.3	RP11-87H9.3	9	69082536
RP11-58A12.3	RP11-58A12.3	9	69146939
BX255923.3	BX255923.3	9	69174213
FOXD4L6	FOXD4L6	9	69199480
CBWD6	CBWD6	9	69204538
BX255923.1	BX255923.1	9	69252845
CR769776.1	CR769776.1	9	69377902
ANKRD20A4	ANKRD20A4	9	69381812
RNU6-1193P	RNU6-1193P	9	69392612
SNX18P9	SNX18P9	9	69451764
RP11-250H24.2	RP11-250H24.2	9	69475237
CYP4F25P	CYP4F25P	9	69477881
CR769776.3	CR769776.3	9	69485458
CNN2P3	CNN2P3	9	69498582
RP11-250H24.4	RP11-250H24.4	9	69501018
AL445665.2	AL445665.2	9	69587378
AQP7P2	AQP7P2	9	69633978
AL445665.1	AL445665.1	9	69650263
BMS1P11	BMS1P11	9	69718152
RP11-250H24.6	RP11-250H24.6	9	69749821
IGKV1OR-2	IGKV1OR-2	9	69777099
AL359955.1	AL359955.1	9	69821760
RP11-460N11.3	RP11-460N11.3	9	69823283
RP11-460N11.2	RP11-460N11.2	9	69830288
AC125634.1	AC125634.1	9	69891208
RNU6-1293P	RNU6-1293P	9	69892787
BMS1P12	BMS1P12	9	70083601
RP11-15J10.8	RP11-15J10.8	9	70113593
RP11-15J10.9	RP11-15J10.9	9	70116128
RP11-15J10.3	RP11-15J10.3	9	70143769
FOXD4L5	FOXD4L5	9	70175707
RP11-15J10.1	RP11-15J10.1	9	70181520
BMS1P13	BMS1P13	9	70334349
RP11-460E7.8	RP11-460E7.8	9	70348573
RP11-460E7.9	RP11-460E7.9	9	70366921
IGKV1OR-3	IGKV1OR-3	9	70394238
FOXD4L4	FOXD4L4	9	70426623
CBWD5	CBWD5	9	70432004
AL591479.1	AL591479.1	9	70646589
RP11-154P18.2	RP11-154P18.2	9	70662044
MEP1AP2	MEP1AP2	9	70727365
RP11-561O23.8	RP11-561O23.8	9	70843567
CBWD3	CBWD3	9	70856397
AL353608.1	AL353608.1	9	70866135
FOXD4L3	FOXD4L3	9	70917276
RP11-561O23.5	RP11-561O23.5	9	70921444
RP11-561O23.7	RP11-561O23.7	9	70922309
PGM5	PGM5	9	70954179
PGM5-AS1	PGM5-AS1	9	70970105
RP11-88I18.2	RP11-88I18.2	9	71010609
RP11-88I18.3	RP11-88I18.3	9	71041759
TMEM252	TMEM252	9	71151496
RP11-274B18.4	RP11-274B18.4	9	71155952
RP11-274B18.2	RP11-274B18.2	9	71158457
RP11-274B18.3	RP11-274B18.3	9	71224041
PIP5K1B	PIP5K1B	9	71320575
FAM122A	FAM122A	9	71394964
RP11-203L2.3	RP11-203L2.3	9	71403223
RP11-203L2.4	RP11-203L2.4	9	71437319
RNU6-820P	RNU6-820P	9	71550789
PRKACG	PRKACG	9	71627469
FXN	FXN	9	71650175
RP11-265B8.5	RP11-265B8.5	9	71722842
TJP2	TJP2	9	71736224
FAM189A2	FAM189A2	9	71939488
APBA1	APBA1	9	72042446
RP11-470P21.2	RP11-470P21.2	9	72087382
RP11-109D9.4	RP11-109D9.4	9	72287665
PTAR1	PTAR1	9	72324438
C9orf135-AS1	C9orf135-AS1	9	72433899
C9orf135	C9orf135	9	72435709
RN7SL570P	RN7SL570P	9	72499279
MAMDC2	MAMDC2	9	72658497
MAMDC2-AS1	MAMDC2-AS1	9	72700732
RNU2-5P	RNU2-5P	9	72803487
SMC5-AS1	SMC5-AS1	9	72808913
RPL24P8	RPL24P8	9	72832111
SMC5	SMC5	9	72873937
KLF9	KLF9	9	72999503
TRPM3	TRPM3	9	73143979
Metazoa_SRP	Metazoa_SRP	9	73194081
RP11-141J10.1	RP11-141J10.1	9	73322963
RP11-141J10.2	RP11-141J10.2	9	73340956
MIR204	MIR204	9	73424891
PIGUP1	PIGUP1	9	73531913
RPL35AP21	RPL35AP21	9	74204517
TMEM2	TMEM2	9	74298282
RP11-409O11.3	RP11-409O11.3	9	74419199
ABHD17B	ABHD17B	9	74477368
C9orf85	C9orf85	9	74526426
AL138751.1	AL138751.1	9	74576256
HSPB1P1	HSPB1P1	9	74622797
C9orf57	C9orf57	9	74666292
BTF3P4	BTF3P4	9	74722734
GDA	GDA	9	74729511
RP11-63P12.7	RP11-63P12.7	9	74872252
RP11-63P12.2	RP11-63P12.2	9	74890369
RNA5SP285	RNA5SP285	9	74914636
RP11-63P12.6	RP11-63P12.6	9	74920346
ZFAND5	ZFAND5	9	74966341
RP11-217F16.1	RP11-217F16.1	9	75060670
RP11-313E4.1	RP11-313E4.1	9	75085290
TMC1	TMC1	9	75136717
RPS20P24	RPS20P24	9	75270748
RP11-28P17.3	RP11-28P17.3	9	75356068
RP11-151D14.1	RP11-151D14.1	9	75486644
ALDH1A1	ALDH1A1	9	75515578
CYP1D1P	CYP1D1P	9	75657661
ANXA1	ANXA1	9	75766673
AL449083.1	AL449083.1	9	75906036
RP11-404E6.1	RP11-404E6.1	9	76089294
RP11-128I7.1	RP11-128I7.1	9	76188531
RP11-549A6.1	RP11-549A6.1	9	76263744
RNA5SP286	RNA5SP286	9	76365888
RP11-401G5.1	RP11-401G5.1	9	76485812
RP11-171A24.2	RP11-171A24.2	9	76986447
RP11-171A24.3	RP11-171A24.3	9	77100467
RORB	RORB	9	77112281
TRPM6	TRPM6	9	77337411
RN7SKP47	RN7SKP47	9	77414811
RP11-174B4.2	RP11-174B4.2	9	77419389
RNY4P1	RNY4P1	9	77462422
RNU6-445P	RNU6-445P	9	77472591
RP11-197P3.1	RP11-197P3.1	9	77550092
C9orf40	C9orf40	9	77561497
RP11-197P3.4	RP11-197P3.4	9	77567884
C9orf41	C9orf41	9	77595936
RP11-197P3.5	RP11-197P3.5	9	77624744
NMRK1	NMRK1	9	77675489
OSTF1	OSTF1	9	77703459
RNU6-1228P	RNU6-1228P	9	77812987
RP11-323A7.1	RP11-323A7.1	9	78016805
RP11-470F18.1	RP11-470F18.1	9	78194585
AL157883.1	AL157883.1	9	78338661
RP11-360J12.1	RP11-360J12.1	9	78339138
PCSK5	PCSK5	9	78505560
AL359253.1	AL359253.1	9	78527369
RBM22P5	RBM22P5	9	78901410
RFK	RFK	9	79000433
RPSAP9	RPSAP9	9	79013615
GCNT1	GCNT1	9	79034752
RP11-66C24.1	RP11-66C24.1	9	79034850
RP11-214N16.2	RP11-214N16.2	9	79164198
AL161626.1	AL161626.1	9	79186731
PRUNE2	PRUNE2	9	79226292
AL359314.1	AL359314.1	9	79281002
PCA3	PCA3	9	79379352
RP11-159H20.1	RP11-159H20.1	9	79546177
RP11-159H20.2	RP11-159H20.2	9	79585238
RP11-159H20.3	RP11-159H20.3	9	79607015
FOXB2	FOXB2	9	79634571
ATP5J2P3	ATP5J2P3	9	79655317
RP11-490H9.1	RP11-490H9.1	9	79687016
VPS13A-AS1	VPS13A-AS1	9	79791672
VPS13A	VPS13A	9	79792269
GNA14	GNA14	9	80037995
RP11-466A17.1	RP11-466A17.1	9	80071211
RP11-111E2.1	RP11-111E2.1	9	80195161
RNU6-1303P	RNU6-1303P	9	80250119
GNAQ	GNAQ	9	80331003
RP11-336N8.1	RP11-336N8.1	9	80765448
RN7SKP59	RN7SKP59	9	80780381
RP11-336N8.2	RP11-336N8.2	9	80793179
RP11-336N8.3	RP11-336N8.3	9	80795130
RP11-336N8.4	RP11-336N8.4	9	80834036
CEP78	CEP78	9	80850978
PSAT1	PSAT1	9	80912059
RP11-216F5.1	RP11-216F5.1	9	81204074
MTND2P8	MTND2P8	9	81356636
KRT18P24	KRT18P24	9	81651329
RP11-165H23.1	RP11-165H23.1	9	81750337
CHCHD2P9	CHCHD2P9	9	82006219
RP11-375O18.2	RP11-375O18.2	9	82120719
TLE4	TLE4	9	82186688
RP11-403N16.5	RP11-403N16.5	9	82465786
NPAP1P6	NPAP1P6	9	82477934
RP11-403N16.2	RP11-403N16.2	9	82489611
RP11-403N16.3	RP11-403N16.3	9	82503916
RP11-394O9.1	RP11-394O9.1	9	82645494
NPAP1P4	NPAP1P4	9	82971944
RP11-117O7.2	RP11-117O7.2	9	83178486
MTND2P9	MTND2P9	9	83179947
AL353707.1	AL353707.1	9	83349157
RPS19P6	RPS19P6	9	83397253
RP11-289F5.1	RP11-289F5.1	9	83484673
RPS20P25	RPS20P25	9	84025194
RP11-232A1.2	RP11-232A1.2	9	84103223
TLE1	TLE1	9	84198598
RP11-154D17.1	RP11-154D17.1	9	84304628
RNU6-1035P	RNU6-1035P	9	84340158
AL158154.1	AL158154.1	9	84420911
RNA5SP287	RNA5SP287	9	84500411
SNORD95	SNORD95	9	84503833
SPATA31D5P	SPATA31D5P	9	84528352
RP11-383M4.2	RP11-383M4.2	9	84542936
SPATA31D4	SPATA31D4	9	84543398
RP11-383M4.6	RP11-383M4.6	9	84545141
SPATA31D3	SPATA31D3	9	84558474
SPATA31D2P	SPATA31D2P	9	84583753
SPATA31D1	SPATA31D1	9	84603687
SPATA31B1	SPATA31B1	9	84672562
DDX10P2	DDX10P2	9	84701070
RP11-388B24.4	RP11-388B24.4	9	84745667
RP11-15B24.5	RP11-15B24.5	9	84887671
RP11-15B24.1	RP11-15B24.1	9	85020103
RP11-15B24.2	RP11-15B24.2	9	85042265
RP11-15B24.3	RP11-15B24.3	9	85046804
RP11-15B24.4	RP11-15B24.4	9	85069822
RPS6P12	RPS6P12	9	85358982
RASEF	RASEF	9	85594500
RN7SKP242	RN7SKP242	9	85815855
RP11-439K3.1	RP11-439K3.1	9	85834246
FRMD3	FRMD3	9	85857905
RNU4-29P	RNU4-29P	9	85890856
RP11-439K3.3	RP11-439K3.3	9	85891291
SNORD112	SNORD112	9	86096182
RNU4-15P	RNU4-15P	9	86211359
IDNK	IDNK	9	86237964
UBQLN1	UBQLN1	9	86274878
RP11-522I20.3	RP11-522I20.3	9	86323233
GKAP1	GKAP1	9	86354336
RP11-575L7.2	RP11-575L7.2	9	86444571
RP11-575L7.4	RP11-575L7.4	9	86453659
KIF27	KIF27	9	86451613
C9orf64	C9orf64	9	86553226
HNRNPK	HNRNPK	9	86582998
RP11-575L7.8	RP11-575L7.8	9	86587148
RMI1	RMI1	9	86595626
RP11-158D2.2	RP11-158D2.2	9	86678358
RP11-158D2.1	RP11-158D2.1	9	86693499
SLC28A3	SLC28A3	9	86890372
RP11-380F14.2	RP11-380F14.2	9	86893260
RP11-361M4.1	RP11-361M4.1	9	87219026
NTRK2	NTRK2	9	87283466
UBE2V1P10	UBE2V1P10	9	87774597
STK33P1	STK33P1	9	88107494
AGTPBP1	AGTPBP1	9	88161455
RP11-213G2.1	RP11-213G2.1	9	88368221
RP11-202I11.2	RP11-202I11.2	9	88370957
RP11-213G2.2	RP11-213G2.2	9	88400637
RP11-213G2.3	RP11-213G2.3	9	88430881
PHBP7	PHBP7	9	88513818
RP11-213G2.5	RP11-213G2.5	9	88549503
NAA35	NAA35	9	88556061
GOLM1	GOLM1	9	88641061
RP11-379P1.4	RP11-379P1.4	9	88747537
C9orf153	C9orf153	9	88835180
RP11-507D14.4	RP11-507D14.4	9	88843730
RN7SKP264	RN7SKP264	9	88873273
ISCA1	ISCA1	9	88879461
ZCCHC6	ZCCHC6	9	88902648
RP11-229M1.2	RP11-229M1.2	9	88989881
RP11-359J6.1	RP11-359J6.1	9	89029197
RNU2-36P	RNU2-36P	9	89037853
RP11-395D3.1	RP11-395D3.1	9	89247062
GAS1	GAS1	9	89559279
RP11-276H19.1	RP11-276H19.1	9	89563614
RP11-276H19.2	RP11-276H19.2	9	89623370
CDC20P1	CDC20P1	9	89626567
RP11-276H19.4	RP11-276H19.4	9	89699076
C9orf170	C9orf170	9	89763559
SNORA26	SNORA26	9	89875365
RP11-497K15.1	RP11-497K15.1	9	90038549
DAPK1	DAPK1	9	90112143
RP11-40C6.2	RP11-40C6.2	9	90140217
DAPK1-IT1	DAPK1-IT1	9	90168369
CTSL	CTSL	9	90340434
RP11-65B23.3	RP11-65B23.3	9	90356148
AL160279.1	AL160279.1	9	90359816
CTSL3P	CTSL3P	9	90387368
XXyac-YM21GA2.1	XXyac-YM21GA2.1	9	90431380
XXyac-YM21GA2.6	XXyac-YM21GA2.6	9	90441402
CTSLP8	CTSLP8	9	90459067
XXyac-YM21GA2.3	XXyac-YM21GA2.3	9	90463028
XXyac-YM21GA2.7	XXyac-YM21GA2.7	9	90471930
XXyac-YM21GA2.4	XXyac-YM21GA2.4	9	90479081
SPATA31E1	SPATA31E1	9	90497741
SPATA31C1	SPATA31C1	9	90529408
RP11-350E12.5	RP11-350E12.5	9	90559191
CDK20	CDK20	9	90581361
U6	U6	9	90613144
RPS10P3	RPS10P3	9	90631215
RP11-350E12.4	RP11-350E12.4	9	90681830
SPATA31C2	SPATA31C2	9	90744220
RP11-1E11.1	RP11-1E11.1	9	90795588
RP11-1E11.2	RP11-1E11.2	9	90802650
RP11-350G13.1	RP11-350G13.1	9	90939369
U3	U3	9	90989184
SPIN1	SPIN1	9	91003334
HNRNPA1P14	HNRNPA1P14	9	91025444
RP11-317B17.3	RP11-317B17.3	9	91099767
NXNL2	NXNL2	9	91150016
RP13-60M5.2	RP13-60M5.2	9	91242104
MIR4289	MIR4289	9	91360751
PCNPP2	PCNPP2	9	91585802
RP11-791O21.5	RP11-791O21.5	9	91586553
C9orf47	C9orf47	9	91605778
S1PR3	S1PR3	9	91606362
RP11-82L18.4	RP11-82L18.4	9	91624949
SHC3	SHC3	9	91628060
RP11-82L18.2	RP11-82L18.2	9	91703519
CKS2	CKS2	9	91926113
MIR3153	MIR3153	9	91927140
SECISBP2	SECISBP2	9	91933421
SEMA4D	SEMA4D	9	91975702
RP13-93L13.2	RP13-93L13.2	9	92064473
RP13-93L13.1	RP13-93L13.1	9	92087152
GADD45G	GADD45G	9	92219928
RP11-316P17.2	RP11-316P17.2	9	92316566
RP5-1050E16.2	RP5-1050E16.2	9	92501142
RP5-1050E16.1	RP5-1050E16.1	9	92503174
RP11-406A20.1	RP11-406A20.1	9	92740564
RP11-406A20.4	RP11-406A20.4	9	92782936
MIR4290	MIR4290	9	92785723
IL6RP1	IL6RP1	9	92843579
OR7E31P	OR7E31P	9	92978321
OR7E116P	OR7E116P	9	92994467
RP11-389K14.3	RP11-389K14.3	9	93063184
RP11-555F9.2	RP11-555F9.2	9	93225806
DIRAS2	DIRAS2	9	93372114
OR7E109P	OR7E109P	9	93504808
OR7E108P	OR7E108P	9	93513522
SYK	SYK	9	93564069
RP11-367F23.1	RP11-367F23.1	9	93719542
RP11-367F23.2	RP11-367F23.2	9	93759336
RP11-305L7.1	RP11-305L7.1	9	93867239
RP11-305L7.6	RP11-305L7.6	9	93881344
RP11-305L7.3	RP11-305L7.3	9	93881420
LINC00484	LINC00484	9	93921855
RP11-305L7.5	RP11-305L7.5	9	93931867
RP11-305L7.7	RP11-305L7.7	9	93968457
AUH	AUH	9	93976097
NFIL3	NFIL3	9	94171327
RP11-440G5.2	RP11-440G5.2	9	94188520
ROR2	ROR2	9	94325373
PAICSP2	PAICSP2	9	94373625
MIR3910-1	MIR3910-1	9	94398533
RP11-118F2.2	RP11-118F2.2	9	94768344
RP11-118F2.3	RP11-118F2.3	9	94789780
SPTLC1	SPTLC1	9	94794281
RP11-100G15.2	RP11-100G15.2	9	94871140
RP11-100G15.3	RP11-100G15.3	9	94871295
RP11-100G15.4	RP11-100G15.4	9	94872450
RP11-100G15.5	RP11-100G15.5	9	94872857
MTND4P15	MTND4P15	9	94873151
RP11-100G15.7	RP11-100G15.7	9	94894680
LINC00475	LINC00475	9	94903580
RP11-100G15.10	RP11-100G15.10	9	94912664
BEND3P2	BEND3P2	9	94933523
RP11-62C3.6	RP11-62C3.6	9	94967638
IARS	IARS	9	94972489
SNORA84	SNORA84	9	95054743
NOL8	NOL8	9	95059640
CENPP	CENPP	9	95087919
RP11-62C3.8	RP11-62C3.8	9	95101940
OGN	OGN	9	95146249
OMD	OMD	9	95176527
ASPN	ASPN	9	95218487
ECM2	ECM2	9	95256365
MIR4670	MIR4670	9	95290266
RP11-19J3.5	RP11-19J3.5	9	95301335
IPPK	IPPK	9	95396668
RP11-476B13.2	RP11-476B13.2	9	95439225
BICD2	BICD2	9	95473645
ANKRD19P	ANKRD19P	9	95571670
RNU6-714P	RNU6-714P	9	95583259
ZNF484	ZNF484	9	95607874
RP11-526D8.7	RP11-526D8.7	9	95644849
SNX18P2	SNX18P2	9	95655980
ALOX15P2	ALOX15P2	9	95675438
FGD3	FGD3	9	95709733
SUSD3	SUSD3	9	95820989
RP11-274J16.5	RP11-274J16.5	9	95857221
C9orf89	C9orf89	9	95858500
NINJ1	NINJ1	9	95883771
RP11-370F5.4	RP11-370F5.4	9	95909322
WNK2	WNK2	9	95947198
C9orf129	C9orf129	9	96097656
RNU6-829P	RNU6-829P	9	96137838
RP11-165J3.5	RP11-165J3.5	9	96192624
RP11-165J3.6	RP11-165J3.6	9	96197614
FAM120AOS	FAM120AOS	9	96208776
FAM120A	FAM120A	9	96214004
PHF2	PHF2	9	96338689
MIR4291	MIR4291	9	96581639
RP11-53B5.1	RP11-53B5.1	9	96619365
BARX1	BARX1	9	96713905
RP11-231K24.2	RP11-231K24.2	9	96717879
PTPDC1	PTPDC1	9	96793076
RP11-490F3.1	RP11-490F3.1	9	96800312
RP11-2B6.3	RP11-2B6.3	9	96928571
MIRLET7A1	MIRLET7A1	9	96938234
MIRLET7F1	MIRLET7F1	9	96938629
